iter; type; time slot; d_nodes; s_nodes; pid; nslot; nhop
0; r; 8352; 1088; 1041; 0; 7773; 5
0; r; 10274; 1088; 656; 1; 9387; 3
0; r; 26289; 1088; 614; 3; 25194; 4
0; r; 30774; 1088; 854; 23; 23711; 3
0; r; 43585; 1088; 876; 73; 22626; 3
0; r; 55118; 1088; 152; 24; 48053; 12
0; r; 63448; 1088; 1070; 57; 46204; 4
0; r; 64730; 1088; 956; 94; 37553; 1
0; r; 67292; 1088; 815; 95; 40078; 2
0; r; 69215; 1088; 131; 14; 64583; 7
0; r; 70496; 1088; 889; 56; 53391; 1
0; r; 74340; 1088; 344; 62; 56550; 6
0; r; 77545; 1088; 569; 61; 59764; 8
0; r; 79467; 1088; 995; 75; 58327; 6
0; r; 82671; 1088; 454; 17; 77368; 4
0; r; 107022; 1088; 888; 60; 89262; 1
0; r; 111508; 1088; 444; 18; 105613; 7
0; r; 123043; 1088; 687; 104; 94012; 3
0; r; 143548; 1088; 576; 67; 124758; 8
0; r; 152518; 1088; 1036; 26; 144919; 4
0; r; 153159; 1088; 353; 101; 124672; 9
0; r; 153800; 1088; 800; 15; 148961; 8
0; r; 155081; 1088; 1048; 47; 140087; 2
0; r; 172385; 1088; 935; 84; 148350; 6
0; r; 173026; 1088; 684; 105; 143987; 3
0; r; 589358; 1088; 773; 33; 578826; 4
0; r; 597688; 1088; 188; 45; 583737; 9
0; r; 598328; 1088; 776; 42; 585399; 9
0; r; 600891; 1088; 1030; 32; 590405; 10
0; r; 611787; 1088; 879; 76; 590058; 4
0; r; 631652; 1088; 989; 80; 608991; 10
0; r; 632292; 1088; 601; 29; 623319; 10
0; r; 639983; 1088; 557; 58; 622587; 9
0; r; 641265; 1088; 726; 54; 624308; 11
0; r; 643187; 1088; 706; 41; 630434; 8
0; r; 650876; 1088; 103; 25; 643706; 12
0; r; 657926; 1088; 265; 21; 651371; 12
0; r; 658567; 1088; 533; 93; 631779; 11
0; r; 664335; 1088; 257; 5; 662470; 8
0; r; 665617; 1088; 700; 112; 634326; 8
0; r; 680357; 1088; 627; 34; 669363; 10
0; r; 691892; 1088; 939; 7; 689799; 5
0; r; 698942; 1088; 644; 30; 688798; 11
0; r; 700224; 1088; 998; 36; 688696; 10
0; r; 705350; 1088; 612; 66; 686728; 10
0; r; 713041; 1088; 37; 55; 695962; 15
0; r; 718168; 1088; 741; 90; 691938; 5
0; r; 720732; 1088; 246; 16; 715854; 11
0; r; 723296; 1088; 46; 68; 704319; 11
0; r; 726501; 1088; 733; 108; 697039; 10
0; r; 728423; 1088; 109; 89; 702293; 9
0; r; 734832; 1088; 192; 37; 723272; 6
0; r; 754697; 1088; 228; 39; 742606; 7
0; r; 766872; 1088; 93; 40; 754516; 10
0; r; 770076; 1088; 232; 87; 745151; 10
0; r; 775842; 1088; 832; 71; 755860; 10
0; r; 779686; 1088; 475; 97; 751789; 15
0; r; 782248; 1088; 739; 85; 758053; 7
0; r; 788655; 1088; 988; 51; 772556; 15
0; r; 789936; 1088; 604; 103; 760928; 8
0; r; 791217; 1088; 751; 31; 780809; 13
0; r; 793139; 1088; 230; 49; 777682; 10
0; r; 805318; 1088; 371; 96; 777925; 9
0; r; 809805; 1088; 896; 82; 786355; 8
0; r; 811087; 1088; 907; 79; 788727; 7
0; r; 812369; 1088; 335; 64; 793959; 16
0; r; 818136; 1088; 686; 13; 813535; 6
0; r; 824544; 1088; 1056; 69; 804604; 8
0; r; 825185; 1088; 884; 99; 796860; 13
