iter; type; time slot; d_nodes; s_nodes; pid; nslot; nhop
0; r; 672; 1088; 922; 0; 30; 1
0; r; 27564; 1088; 720; 2; 26458; 4
0; r; 28844; 1088; 715; 40; 4615; 3
0; r; 38450; 1088; 1013; 11; 31146; 3
0; r; 41651; 1088; 942; 42; 16383; 3
0; r; 43572; 1088; 1018; 39; 20473; 1
0; r; 58300; 1088; 989; 13; 49806; 1
0; r; 59581; 1088; 840; 3; 58342; 5
0; r; 64063; 1088; 730; 18; 54156; 13
0; r; 67905; 1088; 871; 4; 66655; 8
0; r; 71107; 1088; 995; 22; 58945; 7
0; r; 78153; 1088; 0; 9; 73340; 12
0; r; 98005; 1088; 191; 1; 97299; 10
0; r; 100567; 1088; 694; 8; 96935; 10
0; r; 101848; 1088; 1050; 38; 79028; 2
0; r; 102488; 1088; 557; 35; 80378; 4
0; r; 111455; 1088; 749; 45; 84318; 3
0; r; 112736; 1088; 489; 6; 109582; 5
0; r; 114017; 1088; 621; 34; 92923; 6
0; r; 115938; 1088; 2; 24; 101561; 13
0; r; 121061; 1088; 940; 32; 102263; 3
0; r; 126827; 1088; 697; 19; 116487; 7
0; r; 128108; 1088; 684; 29; 110335; 6
0; r; 129389; 1088; 483; 17; 119803; 7
0; r; 134513; 1088; 750; 15; 125409; 8
0; r; 135154; 1088; 962; 33; 115398; 5
0; r; 139639; 1088; 663; 5; 138267; 8
0; r; 149247; 1088; 559; 47; 120925; 7
0; r; 151808; 1088; 130; 48; 122646; 8
0; r; 156292; 1088; 350; 7; 153074; 11
0; r; 158214; 1088; 460; 23; 144780; 7
0; r; 165260; 1088; 141; 10; 158888; 11
0; r; 170385; 1088; 700; 43; 144815; 8
0; r; 173588; 1088; 722; 25; 159067; 5
0; r; 186399; 1088; 269; 21; 175888; 14
0; r; 191523; 1088; 828; 36; 169185; 11
0; r; 202412; 1088; 1056; 27; 185835; 12
0; r; 206255; 1088; 805; 44; 179636; 4
0; r; 213943; 1088; 726; 12; 206098; 12
0; r; 219069; 1088; 361; 41; 194143; 15
0; r; 223554; 1088; 529; 37; 200773; 16
0; r; 228040; 1088; 860; 51; 196776; 16
0; r; 234448; 1088; 1067; 53; 202658; 9
