iter; type; time slot; d_nodes; s_nodes; pid; nslot; nhop
0; r; 33462; 1599; 510; 0; 33312; 6
0; r; 48191; 1599; 921; 28; 29562; 11
0; r; 55878; 1599; 930; 24; 39390; 7
0; r; 64845; 1599; 1065; 29; 45100; 3
0; r; 470605; 1599; 805; 27; 452653; 10
0; r; 472528; 1599; 1035; 63; 34154; 3
0; r; 496247; 1599; 1164; 56; 453714; 7
0; r; 516114; 1599; 1395; 60; 100980; 12
0; r; 516755; 1599; 1514; 2; 512969; 1
0; r; 529571; 1599; 1368; 22; 513824; 8
0; r; 530212; 1599; 39; 61; 112493; 14
0; r; 535980; 1599; 319; 62; 117413; 10
0; r; 536621; 1599; 1052; 64; 93706; 6
0; r; 546875; 1599; 1167; 40; 515600; 8
0; r; 556490; 1599; 475; 32; 533975; 8
0; r; 568028; 1599; 1211; 21; 552702; 7
0; r; 569309; 1599; 427; 49; 532004; 7
0; r; 574437; 1599; 595; 39; 543477; 5
0; r; 580845; 1599; 681; 47; 544833; 10
0; r; 607118; 1599; 31; 46; 571327; 8
0; r; 607759; 1599; 294; 34; 582823; 15
0; r; 618652; 1599; 477; 41; 587329; 8
0; r; 626340; 1599; 525; 6; 617961; 11
0; r; 639798; 1599; 936; 16; 628359; 11
0; r; 648128; 1599; 730; 42; 613258; 7
0; r; 648769; 1599; 377; 57; 604984; 12
0; r; 659659; 1599; 453; 44; 624389; 17
0; r; 664784; 1599; 111; 11; 654694; 12
0; r; 668628; 1599; 200; 52; 629440; 11
0; r; 673113; 1599; 1497; 7; 664630; 6
0; r; 680163; 1599; 246; 19; 665924; 17
0; r; 689136; 1599; 1297; 14; 678959; 8
0; r; 696827; 1599; 1581; 30; 676764; 6
0; r; 701312; 1599; 336; 45; 665845; 13
0; r; 701953; 1599; 288; 33; 677924; 14
0; r; 709643; 1599; 447; 25; 692123; 13
0; r; 719256; 1599; 1012; 26; 701386; 10
0; r; 720538; 1599; 1360; 53; 679638; 14
0; r; 731431; 1599; 1135; 51; 692817; 18
0; r; 737839; 1599; 464; 36; 711722; 12
0; r; 739120; 1599; 582; 38; 708980; 18
0; r; 751938; 1599; 593; 8; 742708; 11
0; r; 756423; 1599; 1566; 54; 715316; 19
0; r; 760268; 1599; 757; 55; 718308; 21
0; r; 766674; 1599; 1049; 4; 761119; 13
0; r; 780129; 1599; 743; 50; 741680; 8
0; r; 796787; 1599; 886; 3; 791583; 21
0; r; 806399; 1599; 296; 17; 793618; 18
0; r; 834587; 1599; 1218; 76; 26817; 6
0; r; 841633; 1599; 1161; 65; 40739; 10
0; r; 857010; 1599; 821; 70; 55079; 7
0; r; 858291; 1599; 752; 98; 37989; 4
0; r; 858931; 1599; 834; 74; 52748; 4
0; r; 860213; 1599; 1436; 103; 37357; 1
0; r; 1279563; 1599; 1399; 101; 458039; 1
0; r; 1298157; 1599; 902; 90; 480285; 5
0; r; 1312256; 1599; 850; 124; 473218; 9
0; r; 1317383; 1599; 1142; 123; 479359; 6
0; r; 1326357; 1599; 897; 96; 507308; 5
0; r; 1334051; 1599; 1272; 75; 527202; 2
0; r; 1341743; 1599; 624; 92; 523395; 7
0; r; 1358405; 1599; 33; 78; 550354; 9
0; r; 1381473; 1599; 1440; 95; 562793; 9
0; r; 1385958; 1599; 1194; 133; 542134; 4
0; r; 1407745; 1599; 454; 104; 584857; 13
0; r; 1411590; 1599; 118; 116; 579081; 14
0; r; 1420561; 1599; 372; 128; 579494; 10
0; r; 1425687; 1599; 942; 77; 617727; 7
0; r; 1426969; 1599; 334; 82; 617139; 9
0; r; 1449393; 1599; 1184; 89; 632002; 13
0; r; 1465412; 1599; 1417; 93; 647032; 5
0; r; 1476305; 1599; 450; 68; 674761; 14
0; r; 1479510; 1599; 1077; 108; 653387; 13
0; r; 1491042; 1599; 336; 121; 655575; 11
0; r; 1491683; 1599; 757; 131; 649723; 11
0; r; 1494245; 1599; 1337; 99; 673897; 9
0; r; 1514110; 1599; 1584; 113; 684555; 5
0; r; 1519878; 1599; 377; 132; 676093; 13
0; r; 1526286; 1599; 1364; 69; 724565; 16
0; r; 1528209; 1599; 808; 111; 701151; 12
0; r; 1535897; 1599; 1137; 80; 727105; 14
0; r; 1541663; 1599; 351; 125; 702106; 8
0; r; 1548712; 1599; 744; 129; 707048; 21
0; r; 1551275; 1599; 1245; 87; 736323; 8
0; r; 1557041; 1599; 1570; 66; 755914; 14
0; r; 1559604; 1599; 213; 102; 737495; 10
0; r; 1571777; 1599; 139; 110; 744989; 10
0; r; 1579466; 1599; 864; 130; 737707; 8
0; r; 1596124; 1599; 134; 100; 775430; 12
0; r; 1596765; 1599; 903; 94; 778212; 15
0; r; 1597406; 1599; 693; 88; 781527; 15
0; r; 1605734; 1599; 435; 127; 766118; 10
0; r; 1607015; 1599; 955; 119; 773308; 14
0; r; 1608296; 1599; 947; 97; 788782; 8
0; r; 1608936; 1599; 41; 115; 777009; 14
0; r; 1609577; 1599; 1571; 126; 770007; 10
0; r; 1619828; 1599; 671; 91; 801672; 11
0; r; 1623672; 1599; 461; 79; 815058; 9
0; r; 1625595; 1599; 729; 122; 787928; 12
0; r; 1626877; 1599; 54; 109; 800716; 16
0; r; 1636488; 1599; 168; 118; 802850; 16
0; r; 1639051; 1599; 425; 112; 810009; 18
0; r; 1639692; 1599; 1359; 114; 809106; 14
0; r; 1656997; 1599; 322; 73; 851322; 16
0; r; 2079865; 1599; 1105; 84; 1266149; 20
0; r; 2102952; 1599; 1139; 67; 1301770; 18
0; r; 2111290; 1599; 574; 107; 1285529; 15
0; r; 2116418; 1599; 623; 81; 1307548; 16
0; r; 2127317; 1599; 519; 117; 1294763; 18
0; r; 2135655; 1599; 390; 86; 1321002; 16
0; r; 2192111; 1599; 659; 106; 1366798; 24
1; r; 16655; 1599; 1408; 64; 16654; 6
1; r; 26901; 1599; 339; 18; 26900; 7
1; r; 39071; 1599; 516; 27; 39070; 9
1; r; 55723; 1599; 1043; 50; 55722; 8
1; r; 56364; 1599; 131; 5; 56363; 9
1; r; 64051; 1599; 1429; 67; 64050; 4
1; r; 77503; 1599; 1383; 63; 77502; 7
1; r; 81989; 1599; 695; 35; 81988; 7
1; r; 85833; 1599; 428; 22; 85832; 8
1; r; 88396; 1599; 930; 44; 88395; 9
1; r; 89677; 1599; 193; 6; 89676; 9
1; r; 101209; 1599; 1324; 61; 101208; 12
1; r; 112741; 1599; 299; 13; 112740; 9
1; r; 120429; 1599; 1167; 56; 120428; 8
1; r; 124272; 1599; 1468; 69; 124271; 3
1; r; 135807; 1599; 472; 25; 135806; 5
1; r; 138369; 1599; 707; 36; 138368; 7
1; r; 139010; 1599; 612; 32; 139009; 13
1; r; 140292; 1599; 1048; 51; 140291; 6
1; r; 146699; 1599; 1352; 62; 146698; 2
1; r; 154388; 1599; 1421; 65; 154387; 3
1; r; 155029; 1599; 955; 46; 155028; 3
1; r; 165924; 1599; 889; 43; 165923; 8
1; r; 169769; 1599; 471; 24; 169768; 8
1; r; 172972; 1599; 417; 20; 172971; 9
1; r; 176818; 1599; 117; 4; 176817; 8
1; r; 182584; 1599; 726; 37; 182583; 9
1; r; 184507; 1599; 1566; 72; 184506; 13
1; r; 590486; 1599; 1015; 48; 590485; 26
1; r; 597535; 1599; 1279; 57; 597534; 4
1; r; 599458; 1599; 811; 40; 599457; 22
1; r; 609712; 1599; 1166; 55; 609711; 18
1; r; 610352; 1599; 877; 41; 610351; 6
1; r; 614838; 1599; 933; 45; 614837; 8
1; r; 634064; 1599; 1064; 52; 634063; 14
1; r; 639831; 1599; 313; 14; 639830; 13
1; r; 653930; 1599; 526; 28; 653929; 13
1; r; 657133; 1599; 1562; 71; 657132; 13
1; r; 664183; 1599; 194; 7; 664182; 11
1; r; 672512; 1599; 1301; 60; 672511; 7
1; r; 675074; 1599; 1037; 49; 675073; 7
1; r; 693655; 1599; 1288; 59; 693654; 11
1; r; 713516; 1599; 1122; 53; 713515; 12
1; r; 715438; 1599; 456; 23; 715437; 13
1; r; 721845; 1599; 528; 29; 721844; 12
1; r; 732737; 1599; 333; 16; 732736; 8
1; r; 735299; 1599; 736; 38; 735298; 7
1; r; 736580; 1599; 336; 17; 736579; 23
1; r; 739783; 1599; 967; 47; 739782; 14
1; r; 742987; 1599; 1424; 66; 742986; 14
1; r; 752598; 1599; 30; 0; 752597; 15
1; r; 757726; 1599; 810; 39; 757725; 13
1; r; 767978; 1599; 62; 1; 767977; 13
1; r; 769260; 1599; 79; 2; 769259; 16
1; r; 771182; 1599; 424; 21; 771181; 18
1; r; 778231; 1599; 397; 19; 778230; 15
1; r; 787843; 1599; 322; 15; 787842; 17
1; r; 813470; 1599; 643; 33; 813469; 18
1; r; 816673; 1599; 576; 31; 816672; 15
1; r; 824361; 1599; 1129; 54; 824360; 11
1; r; 828845; 1599; 566; 30; 828844; 17
1; r; 830767; 1599; 1096; 130; 30766; 4
1; r; 834610; 1599; 885; 42; 834609; 18
1; r; 835892; 1599; 1446; 68; 835891; 18
1; r; 844219; 1599; 212; 11; 844218; 15
1; r; 846141; 1599; 32; 76; 46140; 9
1; r; 847422; 1599; 1592; 161; 47421; 1
1; r; 851265; 1599; 868; 118; 51264; 4
1; r; 871765; 1599; 1274; 142; 71764; 2
1; r; 874968; 1599; 906; 121; 74967; 4
1; r; 877530; 1599; 1172; 135; 77529; 8
1; r; 878171; 1599; 633; 110; 78170; 10
1; r; 895472; 1599; 1396; 146; 95471; 1
1; r; 906364; 1599; 85; 3; 906363; 14
1; r; 912130; 1599; 1590; 160; 112129; 2
1; r; 914052; 1599; 665; 113; 114051; 5
1; r; 914693; 1599; 1548; 157; 114692; 2
