iter; type; time slot; d_nodes; s_nodes; pid; nslot; nhop
0; r; 458175; 1599; 647; 8; 417476; 9
0; r; 478814; 1599; 868; 51; 5000; 4
0; r; 484725; 1599; 1314; 19; 414872; 2
0; r; 489323; 1599; 821; 52; 14506; 6
0; r; 492664; 1599; 1336; 53; 7351; 4
0; r; 515138; 1599; 1005; 55; 16089; 9
0; r; 519026; 1599; 885; 54; 22247; 10
0; r; 524939; 1599; 1235; 56; 7398; 2
0; r; 526962; 1599; 892; 10; 479926; 10
0; r; 542611; 1599; 730; 57; 17446; 9
0; r; 559358; 1599; 165; 22; 483219; 14
0; r; 562570; 1599; 969; 20; 491040; 8
0; r; 577982; 1599; 281; 3; 552167; 13
0; r; 583763; 1599; 933; 59; 52096; 8
0; r; 592114; 1599; 693; 58; 62349; 9
0; r; 596618; 1599; 1502; 64; 21787; 3
0; r; 612006; 1599; 363; 61; 63959; 10
0; r; 626770; 1599; 400; 62; 71870; 15
0; r; 630618; 1599; 319; 68; 37975; 7
0; r; 635754; 1599; 1497; 63; 70747; 6
0; r; 644738; 1599; 1393; 69; 51391; 1
0; r; 649238; 1599; 700; 32; 535162; 9
0; r; 653729; 1599; 1173; 35; 523306; 8
0; r; 658860; 1599; 921; 67; 67150; 10
0; r; 662070; 1599; 610; 66; 83254; 10
0; r; 662711; 1599; 735; 44; 486049; 7
0; r; 687757; 1599; 788; 60; 148739; 7
0; r; 689683; 1599; 986; 65; 112687; 6
0; r; 694829; 1599; 1445; 46; 507738; 8
0; r; 703847; 1599; 1416; 28; 614894; 10
0; r; 717346; 1599; 787; 42; 548018; 6
0; r; 735350; 1599; 210; 40; 579188; 12
0; r; 742422; 1599; 442; 18; 672673; 15
0; r; 805439; 1599; 938; 70; 3258; 5
0; r; 1270147; 1599; 221; 95; 418210; 7
0; r; 1284970; 1599; 1397; 105; 400782; 1
0; r; 1310635; 1599; 1290; 82; 489854; 7
0; r; 1327033; 1599; 1577; 78; 511238; 7
0; r; 1357235; 1599; 1112; 120; 432085; 3
0; r; 1364351; 1599; 684; 121; 429955; 9
0; r; 1367674; 1599; 1507; 129; 409966; 3
0; r; 1377593; 1599; 651; 89; 543365; 8
0; r; 1387348; 1599; 1333; 107; 502068; 6
0; r; 1389939; 1599; 1247; 86; 561138; 10
0; r; 1396599; 1599; 42; 125; 453634; 11
0; r; 1419538; 1599; 430; 116; 507303; 7
0; r; 1423410; 1599; 705; 108; 538008; 6
0; r; 1425988; 1599; 943; 83; 604392; 7
0; r; 1434416; 1599; 795; 74; 621965; 8
0; r; 1436352; 1599; 1059; 106; 551928; 7
0; r; 1442807; 1599; 982; 128; 489370; 6
0; r; 1443462; 1599; 372; 77; 628530; 11
0; r; 1476248; 1599; 370; 130; 517246; 10
0; r; 1504223; 1599; 487; 133; 515655; 8
1; r; 10268; 1599; 1436; 70; 10267; 1
1; r; 14114; 1599; 1110; 58; 14113; 3
1; r; 427727; 1599; 1113; 59; 427726; 4
1; r; 451083; 1599; 1298; 64; 451082; 5
1; r; 467347; 1599; 612; 32; 467346; 8
1; r; 478175; 1599; 583; 27; 478174; 7
1; r; 484350; 1599; 1031; 48; 484349; 5
1; r; 503354; 1599; 134; 10; 503353; 13
1; r; 526981; 1599; 1452; 72; 526980; 7
1; r; 541803; 1599; 1059; 53; 541802; 5
1; r; 545053; 1599; 200; 13; 545052; 13
1; r; 546359; 1599; 515; 26; 546358; 7
1; r; 547660; 1599; 1240; 63; 547659; 12
1; r; 555242; 1599; 1572; 76; 555241; 6
1; r; 559208; 1599; 389; 18; 559207; 7
1; r; 568155; 1599; 260; 16; 568154; 10
1; r; 568871; 1599; 882; 41; 568870; 14
1; r; 569569; 1599; 1025; 47; 569568; 6
1; r; 579651; 1599; 1421; 69; 579650; 6
1; r; 583079; 1599; 115; 8; 583078; 9
1; r; 587819; 1599; 610; 31; 587818; 8
1; r; 599561; 1599; 82; 5; 599560; 13
1; r; 609877; 1599; 242; 14; 609876; 11
