iter; type; time slot; d_nodes; s_nodes; pid; nslot; nhop
0; r; 10254; 624; 109; 0; 9616; 9
0; r; 25622; 624; 523; 19; 1759; 1
0; r; 28823; 624; 85; 2; 25989; 8
0; r; 39710; 624; 143; 9; 26875; 12
0; r; 40350; 624; 134; 5; 32064; 9
0; r; 50596; 624; 463; 6; 40116; 4
0; r; 67246; 624; 517; 4; 62981; 2
0; r; 71088; 624; 348; 3; 67981; 4
0; r; 73009; 624; 499; 8; 60986; 5
0; r; 76212; 624; 339; 15; 56554; 6
0; r; 77493; 624; 379; 14; 58247; 9
0; r; 80055; 624; 64; 11; 66608; 11
0; r; 99269; 624; 367; 10; 86030; 6
0; r; 108877; 624; 224; 22; 82623; 12
0; r; 116563; 624; 431; 26; 86797; 7
0; r; 120407; 624; 91; 18; 97186; 9
0; r; 122329; 624; 435; 12; 104005; 6
0; r; 127453; 624; 99; 21; 102339; 10
0; r; 130657; 624; 6; 1; 129243; 15
0; r; 133860; 624; 138; 17; 111671; 11
0; r; 135142; 624; 66; 16; 114872; 11
0; r; 138986; 624; 215; 7; 128031; 9
0; r; 145395; 624; 437; 24; 117527; 7
0; r; 809433; 624; 433; 29; 7713; 5
0; r; 814557; 624; 186; 30; 11624; 7
0; r; 835692; 624; 508; 31; 31880; 6
0; r; 848499; 624; 193; 45; 21226; 6
0; r; 850420; 624; 549; 32; 44546; 1
0; r; 852341; 624; 494; 35; 39832; 3
0; r; 888843; 624; 68; 47; 58288; 11
0; r; 889484; 624; 172; 41; 69111; 6
0; r; 896529; 624; 97; 40; 76466; 8
0; r; 899091; 624; 562; 39; 80379; 5
0; r; 900372; 624; 310; 36; 86253; 8
0; r; 901012; 624; 77; 37; 83316; 14
0; r; 904855; 624; 95; 48; 73089; 8
0; r; 911900; 624; 280; 38; 93264; 10
0; r; 913822; 624; 330; 43; 91502; 11
0; r; 915745; 624; 73; 46; 88084; 13
0; r; 916386; 624; 615; 44; 91762; 3
0; r; 920230; 624; 499; 34; 108207; 8
1; r; 16011; 624; 155; 7; 16010; 11
1; r; 29459; 624; 383; 19; 29458; 7
1; r; 33301; 624; 238; 10; 33300; 8
1; r; 37142; 624; 521; 24; 37141; 2
1; r; 52511; 624; 63; 4; 52510; 17
1; r; 58916; 624; 161; 8; 58915; 9
1; r; 62760; 624; 395; 21; 62759; 4
1; r; 68524; 624; 307; 13; 68523; 9
1; r; 72367; 624; 525; 25; 72366; 10
1; r; 74929; 624; 245; 11; 74928; 8
1; r; 76210; 624; 562; 26; 76209; 5
1; r; 78772; 624; 377; 17; 78771; 11
1; r; 80694; 624; 79; 5; 80693; 12
1; r; 81334; 624; 323; 14; 81333; 6
1; r; 83255; 624; 306; 12; 83254; 7
1; r; 83896; 624; 370; 16; 83895; 3
1; r; 92863; 624; 340; 15; 92862; 9
1; r; 94785; 624; 10; 1; 94784; 13
1; r; 101830; 624; 23; 2; 101829; 11
1; r; 107595; 624; 8; 0; 107594; 12
1; r; 113361; 624; 379; 18; 113360; 13
1; r; 115923; 624; 26; 3; 115922; 15
